Date,Month,PM25,Ozone,NO2,SO2,CO,Windspeed,Temperature,AQI_Yesterday,AQI_Mean7,AQI_Nextday
2021-06-03,6,7.884635438,0.042939929,8.356419813,0.163333333,0.236055808,93.87355773,68.56762823,161.0,119.14285714285714,108.0
2021-06-04,6,7.5354167,0.035570286,9.445003625,0.2083335,0.240921385,99.55384615,68.53846162,159.0,117.14285714285714,61.0
2021-06-05,6,6.5891667,0.038785786,6.896093813,0.173611167,0.215541615,100.9751604,67.91602562,108.0,115.71428571428571,57.0
2021-06-06,6,5.044021733,0.036382286,4.000000063,0.147222167,0.177403846,96.38397438,65.296154,61.0,112.42857142857143,50.0
2021-06-07,6,4.0505435,0.034874,5.444531313,0.154861167,0.180391,96.30352565,61.96891031,57.0,105.14285714285714,58.0
2021-06-08,6,6.774074111,0.036222714,6.251302125,0.2,0.180820577,107.1055861,64.78429485,50.0,93.42857142857143,58.0
2021-06-09,6,6.869607824,0.033895,9.593489688,0.347916667,0.229423038,104.0516026,65.42083331,58.0,78.71428571428571,57.0
2021-06-10,6,7.83875,0.031888143,9.501387313,0.321717,0.216631577,91.23060892,65.93218877,58.0,64.14285714285714,119.0
2021-06-11,6,10.7640909,0.0404495,12.62251425,0.459866333,0.287239769,95.69006412,69.48044862,57.0,65.71428571428571,172.0
2021-06-12,6,10.3805556,0.046937071,11.75859375,0.472916667,0.322764423,93.7016025,72.46025638,119.0,81.57142857142857,143.0
2021-06-13,6,7.7866666,0.038050286,8.06953125,0.36875,0.257714654,103.1435897,72.33333331,172.0,93.85714285714286,97.0
2021-06-14,6,8.9791666,0.028075571,12.908631,0.536805667,0.288181615,97.91474362,76.36250008,143.0,100.57142857142857,129.0
2021-06-15,6,11.24877447,0.038016857,16.72276081,0.621527667,0.335341962,95.34455131,80.20641031,97.0,110.71428571428571,169.0
2021-06-16,6,13.9233333,0.033515846,10.5314614,0.360416667,0.26282325,95.70112177,75.93237185,129.0,126.57142857142857,140.0
2021-06-17,6,11.37875,0.033269214,13.42756819,0.268055667,0.304573962,96.30032046,74.64391015,169.0,138.42857142857142,159.0
2021-06-18,6,12.33333333,0.036811,10.86368988,0.177083333,0.263180038,100.6274184,72.68942292,140.0,144.14285714285714,169.0
2021-06-19,6,12.2080978,0.0415,8.115908125,0.170139,0.251942192,108.9137821,72.817162,159.0,143.71428571428572,129.0
2021-06-20,6,11.2816667,0.037811,6.942221375,0.1944445,0.2272285,109.4697116,70.90576915,169.0,141.71428571428572,115.0
2021-06-21,6,9.370833353,0.039300429,8.982212438,0.25625,0.2302564,104.8985577,70.97916669,129.0,144.28571428571428,74.0
2021-06-22,6,6.308913,0.026329286,9.608127813,0.3493055,0.225390625,112.2809753,70.65044192,115.0,136.42857142857142,61.0
2021-06-23,6,5.5083333,0.027054643,9.328815625,0.4055555,0.224612792,106.9003205,70.99871792,74.0,121.0,51.0
2021-06-24,6,4.308888867,0.024000571,7.861704063,0.289583333,0.196409154,111.1200321,68.60160262,61.0,108.28571428571429,57.0
2021-06-25,6,6.0791667,0.028694857,10.21594144,0.407639,0.233418692,106.4088142,71.06025638,51.0,93.71428571428571,140.0
2021-06-26,6,10.13,0.038680643,10.24560688,0.479861167,0.259775923,101.5815705,73.95641015,57.0,89.57142857142857,177.0
2021-06-27,6,11.89068629,0.041075571,8.748358125,0.275000167,0.250529115,98.78926288,74.43653862,140.0,96.42857142857143,195.0
2021-06-28,6,11.9954166,0.042873929,9.57922325,0.197916667,0.25771624,101.5003204,74.33108969,177.0,107.85714285714286,108.0
2021-06-29,6,8.4616666,0.032142714,8.512343563,0.208333333,0.224434583,97.56362177,71.54743592,195.0,112.71428571428571,143.0
2021-06-30,6,7.911388933,0.035500929,8.60661675,0.158531667,0.222556292,96.47596146,72.41282046,108.0,124.42857142857143,112.0
2021-07-01,7,8.1620833,0.037029429,8.889204688,0.314583333,0.23538625,104.2345238,74.14839754,143.0,133.14285714285714,108.0
2021-07-02,7,10.38875,0.035054385,11.64863,0.261111167,0.280058,104.1797203,73.94280308,112.0,140.42857142857142,119.0
2021-07-03,7,9.135539235,0.035959385,9.2337635,0.359027833,0.2664395,104.3421475,74.26314115,108.0,137.42857142857142,142.0
2021-07-04,7,19.0225,0.035429769,6.378657188,0.335416667,0.212168125,102.2746795,72.13974346,119.0,132.42857142857142,180.0
2021-07-05,7,12.355,0.0368285,7.269599063,0.272222333,0.231363125,103.3565705,71.05961531,142.0,130.28571428571428,136.0
2021-07-06,7,9.394166667,0.037596643,9.87569575,0.303472167,0.238175542,100.8728205,72.94839746,180.0,134.28571428571428,187.0
2021-07-07,7,10.3745833,0.040575643,11.97622281,0.24375,0.2601105,98.38445515,74.297436,136.0,140.57142857142858,179.0
2021-07-08,7,11.4783334,0.038979,12.51796869,0.279861167,0.270936292,99.61266031,76.42051277,187.0,150.14285714285714,185.0
2021-07-09,7,12.17355165,0.0403475,12.78040131,0.4145835,0.288331917,106.2125,78.97916662,179.0,161.14285714285714,150.0
2021-07-10,7,13.98625,0.037974714,10.15705906,0.409722333,0.264611458,99.20381708,78.14720269,185.0,165.57142857142858,115.0
2021-07-11,7,11.4070833,0.0384665,6.445369125,0.303472167,0.212264375,95.21650646,76.46057692,150.0,161.71428571428572,112.0
2021-07-12,7,10.61972227,0.0375,8.704574438,0.260416667,0.226282458,100.0926282,74.94903854,115.0,152.0,119.0
2021-07-13,7,13.38875,0.038735929,11.03719744,0.233611,0.259994292,104.8801693,76.20174823,112.0,149.57142857142858,90.0
2021-07-14,7,9.0059602,0.035298429,9.943851813,0.244177,0.245788667,100.7173077,75.78173085,119.0,135.71428571428572,87.0
2021-07-15,7,6.989845941,0.037645,8.5167225,0.216765833,0.214779375,103.874024,75.25737177,90.0,122.57142857142857,100.0
2021-07-16,7,7.3916666,0.037683308,9.278327875,0.288699667,0.234098917,106.4761218,74.71250008,87.0,110.42857142857143,119.0
2021-07-17,7,8.9054167,0.041307769,8.922724188,0.372916667,0.248271,106.7054488,75.811218,100.0,106.0,136.0
2021-07-18,7,9.358888933,0.041936692,7.985880813,0.531944333,0.254471208,109.5392628,78.528205,119.0,109.0,115.0
2021-07-19,7,11.3858334,0.036253385,11.004563,0.529166667,0.255461833,107.2657051,79.01923077,136.0,109.42857142857143,97.0
2021-07-20,7,11.8579166,0.032460077,11.50831294,0.5,0.253412958,107.4403845,78.16282046,115.0,106.28571428571429,119.0
2021-07-21,7,13.75759806,0.035725,12.01049419,0.479166667,0.260196125,105.1786859,78.84487185,97.0,110.42857142857143,78.0
2021-07-22,7,13.9471196,0.031012571,9.6656325,0.392361,0.232278542,94.58713377,76.50444154,119.0,109.14285714285714,84.0
2021-07-23,7,15.0016666,0.036957929,9.065228813,0.3069445,0.230143667,103.732532,75.03108977,78.0,106.85714285714286,100.0
2021-07-24,7,12.64805553,0.039895857,7.715081437,0.229861167,0.236099542,103.886218,73.24358985,84.0,104.14285714285714,90.0
2021-07-25,7,9.458796333,0.036878714,5.62421875,0.232638833,0.205920167,107.5435898,72.97333331,100.0,97.57142857142857,65.0
2021-07-26,7,9.7375,0.030726929,10.76707588,0.34375,0.261297,107.0426281,71.65735792,90.0,90.42857142857143,87.0
2021-07-27,7,8.891176412,0.033705929,10.10160469,0.254861167,0.249403292,118.0024318,73.54046815,65.0,89.0,87.0
2021-07-28,7,8.6291667,0.030752071,12.14693156,0.554166667,0.274101417,110.5521878,76.47030885,87.0,84.42857142857143,84.0
2021-07-29,7,9.2504167,0.030131071,12.93890181,0.564583333,0.290354792,110.0487179,76.11698723,87.0,85.28571428571429,87.0
2021-07-30,7,10.57666673,0.033466286,12.51662138,0.492214667,0.295299875,114.0524038,74.80384608,84.0,85.71428571428571,100.0
2021-07-31,7,9.0550001,0.032907714,10.10137,0.496527833,0.289069542,113.9437501,74.9375,87.0,85.71428571428571,115.0
